visit_id,cookie_id,page_id,event_type,sequence_number,event_time
a33490,7539c8,7,2,10,"2020-01-08 06:45:11"
a33490,7539c8,8,1,11,"2020-01-08 06:45:45"
a33490,7539c8,9,1,12,"2020-01-08 06:46:19"
a33490,7539c8,9,2,13,"2020-01-08 06:46:27"
a33490,7539c8,10,1,14,"2020-01-08 06:47:26"
a33490,7539c8,11,1,15,"2020-01-08 06:48:20"
a33490,7539c8,11,2,16,"2020-01-08 06:48:30"
a33490,7539c8,12,1,17,"2020-01-08 06:48:33"
a33490,7539c8,13,3,18,"2020-01-08 06:49:17"
c5a67b,1c6073,1,1,1,"2020-02-03 18:11:06"
c5a67b,1c6073,2,1,2,"2020-02-03 18:11:38"
c5a67b,1c6073,3,1,3,"2020-02-03 18:11:45"
c5a67b,1c6073,10,1,4,"2020-02-03 18:12:23"
6a3709,6b4b9d,1,1,1,"2020-01-28 01:41:50"
6a3709,6b4b9d,2,1,2,"2020-01-28 01:42:31"
6a3709,6b4b9d,3,1,3,"2020-01-28 01:43:27"
6a3709,6b4b9d,4,1,4,"2020-01-28 01:44:24"
6a3709,6b4b9d,4,2,5,"2020-01-28 01:45:05"
6a3709,6b4b9d,5,1,6,"2020-01-28 01:45:17"
6a3709,6b4b9d,7,1,7,"2020-01-28 01:45:56"
6a3709,6b4b9d,8,1,8,"2020-01-28 01:46:33"
6a3709,6b4b9d,9,1,9,"2020-01-28 01:47:25"
6a3709,6b4b9d,9,2,10,"2020-01-28 01:48:15"
0900c7,da562b,1,1,1,"2020-03-07 00:45:32"
0900c7,da562b,2,1,2,"2020-03-07 00:46:17"
0900c7,da562b,3,1,3,"2020-03-07 00:46:47"
0900c7,da562b,3,2,4,"2020-03-07 00:46:49"
0900c7,da562b,5,1,5,"2020-03-07 00:47:16"
0900c7,da562b,5,2,6,"2020-03-07 00:48:16"
0900c7,da562b,6,1,7,"2020-03-07 00:49:08"
0900c7,da562b,8,1,8,"2020-03-07 00:49:26"
0900c7,da562b,10,1,9,"2020-03-07 00:49:40"
0900c7,da562b,10,2,10,"2020-03-07 00:49:41"
0900c7,da562b,11,1,11,"2020-03-07 00:49:45"
0900c7,da562b,12,1,12,"2020-03-07 00:49:48"
0900c7,da562b,13,3,13,"2020-03-07 00:50:38"
32edd0,c402d4,1,1,1,"2020-02-21 04:12:53"
32edd0,c402d4,2,1,2,"2020-02-21 04:13:05"
32edd0,c402d4,3,1,3,"2020-02-21 04:13:12"
32edd0,c402d4,3,2,4,"2020-02-21 04:13:15"
32edd0,c402d4,8,1,5,"2020-02-21 04:13:55"
32edd0,c402d4,8,2,6,"2020-02-21 04:14:23"
32edd0,c402d4,11,1,7,"2020-02-21 04:15:13"
32edd0,c402d4,11,2,8,"2020-02-21 04:15:22"
32edd0,c402d4,12,1,9,"2020-02-21 04:15:32"
32edd0,c402d4,13,3,10,"2020-02-21 04:16:05"
8ba09b,1048db,1,1,1,"2020-02-24 19:18:38"
8ba09b,1048db,2,1,2,"2020-02-24 19:19:06"
8ba09b,1048db,4,1,3,"2020-02-24 19:19:50"
8ba09b,1048db,4,2,4,"2020-02-24 19:20:40"
8ba09b,1048db,6,1,5,"2020-02-24 19:21:35"
8ba09b,1048db,10,1,6,"2020-02-24 19:21:49"
718a1f,047aa5,1,1,1,"2020-02-04 22:58:22"
718a1f,047aa5,4,1,2,"2020-02-04 22:59:21"
718a1f,047aa5,4,2,3,"2020-02-04 22:59:38"
718a1f,047aa5,6,1,4,"2020-02-04 23:00:07"
718a1f,047aa5,6,2,5,"2020-02-04 23:00:55"
718a1f,047aa5,10,1,6,"2020-02-04 23:00:55"
718a1f,047aa5,10,2,7,"2020-02-04 23:01:29"
718a1f,047aa5,12,1,8,"2020-02-04 23:02:12"
718a1f,047aa5,13,3,9,"2020-02-04 23:03:09"
ce35a7,257302,1,1,1,"2020-02-02 12:38:46"
ce35a7,257302,2,1,2,"2020-02-02 12:39:28"
ce35a7,257302,3,1,3,"2020-02-02 12:39:49"
ce35a7,257302,3,2,4,"2020-02-02 12:40:06"
ce35a7,257302,6,1,5,"2020-02-02 12:40:37"
ce35a7,257302,9,1,6,"2020-02-02 12:40:42"
ce35a7,257302,10,1,7,"2020-02-02 12:41:07"
ce35a7,257302,10,2,8,"2020-02-02 12:41:38"
ef2d80,2e258a,1,1,1,"2020-02-16 23:28:45"
ef2d80,2e258a,3,1,2,"2020-02-16 23:29:41"
ef2d80,2e258a,4,1,3,"2020-02-16 23:29:50"
ef2d80,2e258a,4,2,4,"2020-02-16 23:30:18"
ef2d80,2e258a,5,1,5,"2020-02-16 23:31:05"
ef2d80,2e258a,5,2,6,"2020-02-16 23:31:29"
ef2d80,2e258a,9,1,7,"2020-02-16 23:31:57"
ef2d80,2e258a,9,2,8,"2020-02-16 23:32:11"
ef2d80,2e258a,10,1,9,"2020-02-16 23:32:31"
ef2d80,2e258a,10,2,10,"2020-02-16 23:32:58"
ef2d80,2e258a,11,1,11,"2020-02-16 23:33:48"
ef2d80,2e258a,12,1,12,"2020-02-16 23:34:12"
ef2d80,2e258a,13,3,13,"2020-02-16 23:34:50"
ed1905,86ff7b,1,1,1,"2020-02-24 02:09:22"
ed1905,86ff7b,2,1,2,"2020-02-24 02:09:45"
ed1905,86ff7b,3,1,3,"2020-02-24 02:10:26"
ed1905,86ff7b,4,1,4,"2020-02-24 02:10:51"
ed1905,86ff7b,6,1,5,"2020-02-24 02:11:01"
ed1905,86ff7b,8,1,6,"2020-02-24 02:11:31"
ed1905,86ff7b,8,2,7,"2020-02-24 02:12:10"
ed1905,86ff7b,9,1,8,"2020-02-24 02:12:49"
ed1905,86ff7b,9,2,9,"2020-02-24 02:13:01"
ed1905,86ff7b,10,1,10,"2020-02-24 02:13:09"
ed1905,86ff7b,11,1,11,"2020-02-24 02:13:43"
ed1905,86ff7b,11,2,12,"2020-02-24 02:13:56"
3bd95b,13f75e,1,1,1,"2020-02-14 04:11:10"
3bd95b,13f75e,2,1,2,"2020-02-14 04:11:11"
3bd95b,13f75e,4,1,3,"2020-02-14 04:11:42"
3bd95b,13f75e,5,1,4,"2020-02-14 04:12:16"
3bd95b,13f75e,5,2,5,"2020-02-14 04:13:05"
3bd95b,13f75e,7,1,6,"2020-02-14 04:13:16"
3bd95b,13f75e,7,2,7,"2020-02-14 04:13:49"
3bd95b,13f75e,9,1,8,"2020-02-14 04:14:16"
3bd95b,13f75e,10,1,9,"2020-02-14 04:14:49"
3bd95b,13f75e,11,1,10,"2020-02-14 04:15:44"
3bd95b,13f75e,12,1,11,"2020-02-14 04:15:58"
3bd95b,13f75e,13,3,12,"2020-02-14 04:16:17"
54753c,1c6925,1,1,1,"2020-03-21 12:07:09"
54753c,1c6925,2,1,2,"2020-03-21 12:07:46"
54753c,1c6925,4,1,3,"2020-03-21 12:08:33"
54753c,1c6925,4,2,4,"2020-03-21 12:09:13"
54753c,1c6925,5,1,5,"2020-03-21 12:09:30"
54753c,1c6925,5,2,6,"2020-03-21 12:09:47"
54753c,1c6925,6,1,7,"2020-03-21 12:10:03"
54753c,1c6925,6,2,8,"2020-03-21 12:10:29"
54753c,1c6925,9,1,9,"2020-03-21 12:11:16"
54753c,1c6925,9,2,10,"2020-03-21 12:11:47"
54753c,1c6925,12,1,11,"2020-03-21 12:12:36"
54753c,1c6925,13,3,12,"2020-03-21 12:13:23"
5244b7,b30f95,1,1,1,"2020-02-03 10:14:55"
5244b7,b30f95,2,1,2,"2020-02-03 10:15:29"
5244b7,b30f95,7,1,3,"2020-02-03 10:15:49"
5244b7,b30f95,7,2,4,"2020-02-03 10:16:04"
5244b7,b30f95,12,1,5,"2020-02-03 10:16:40"
5244b7,b30f95,13,3,6,"2020-02-03 10:17:21"
a54afe,3673d6,1,1,1,"2020-01-24 01:15:30"
a54afe,3673d6,2,1,2,"2020-01-24 01:16:08"
a54afe,3673d6,5,1,3,"2020-01-24 01:16:20"
a54afe,3673d6,5,2,4,"2020-01-24 01:16:29"
a54afe,3673d6,6,1,5,"2020-01-24 01:17:24"
a54afe,3673d6,8,1,6,"2020-01-24 01:18:12"
a54afe,3673d6,8,2,7,"2020-01-24 01:18:21"
570697,d7e55e,1,1,1,"2020-01-27 07:02:54"
570697,d7e55e,2,1,2,"2020-01-27 07:03:07"
570697,d7e55e,4,1,3,"2020-01-27 07:03:35"
570697,d7e55e,4,2,4,"2020-01-27 07:04:13"
570697,d7e55e,9,1,5,"2020-01-27 07:05:09"
570697,d7e55e,11,1,6,"2020-01-27 07:06:07"
570697,d7e55e,11,2,7,"2020-01-27 07:06:47"
570697,d7e55e,12,1,8,"2020-01-27 07:07:21"
570697,d7e55e,13,3,9,"2020-01-27 07:07:26"
b7d95b,71c9cf,1,1,1,"2020-02-09 02:59:29"
b7d95b,71c9cf,2,1,2,"2020-02-09 03:00:22"
b7d95b,71c9cf,3,1,3,"2020-02-09 03:00:24"
b7d95b,71c9cf,5,1,4,"2020-02-09 03:00:25"
b7d95b,71c9cf,5,2,5,"2020-02-09 03:00:42"
b7d95b,71c9cf,7,1,6,"2020-02-09 03:01:08"
b7d95b,71c9cf,7,2,7,"2020-02-09 03:01:33"
b7d95b,71c9cf,8,1,8,"2020-02-09 03:01:53"
b7d95b,71c9cf,11,1,9,"2020-02-09 03:01:55"
b7d95b,71c9cf,11,2,10,"2020-02-09 03:01:58"
b7d95b,71c9cf,12,1,11,"2020-02-09 03:02:52"
b7d95b,71c9cf,13,3,12,"2020-02-09 03:02:57"
848790,554588,1,1,1,"2020-02-25 12:51:28"
848790,554588,2,1,2,"2020-02-25 12:51:36"
848790,554588,4,1,3,"2020-02-25 12:52:07"
848790,554588,4,2,4,"2020-02-25 12:52:21"
848790,554588,5,1,5,"2020-02-25 12:52:56"
848790,554588,9,1,6,"2020-02-25 12:53:49"
848790,554588,9,2,7,"2020-02-25 12:54:25"
848790,554588,10,1,8,"2020-02-25 12:55:04"
848790,554588,12,1,9,"2020-02-25 12:55:13"
848790,554588,13,3,10,"2020-02-25 12:55:22"
d5a641,0a7b3c,1,1,1,"2020-01-19 14:07:35"
d5a641,0a7b3c,2,1,2,"2020-01-19 14:07:55"
d5a641,0a7b3c,3,1,3,"2020-01-19 14:08:49"
d5a641,0a7b3c,5,1,4,"2020-01-19 14:08:55"
d5a641,0a7b3c,5,2,5,"2020-01-19 14:09:34"
d5a641,0a7b3c,6,1,6,"2020-01-19 14:09:39"
d5a641,0a7b3c,8,1,7,"2020-01-19 14:10:09"
d5a641,0a7b3c,8,2,8,"2020-01-19 14:10:54"
d507ff,212611,1,1,1,"2020-03-19 09:42:07"
d507ff,212611,2,1,2,"2020-03-19 09:42:23"
d507ff,212611,4,1,3,"2020-03-19 09:43:20"
d507ff,212611,8,1,4,"2020-03-19 09:44:14"
d507ff,212611,9,1,5,"2020-03-19 09:45:10"
d507ff,212611,9,2,6,"2020-03-19 09:45:34"
d507ff,212611,10,1,7,"2020-03-19 09:46:17"
d507ff,212611,10,2,8,"2020-03-19 09:47:02"
d507ff,212611,12,1,9,"2020-03-19 09:47:52"
d507ff,212611,13,3,10,"2020-03-19 09:48:50"
e342fe,8278f2,1,1,1,"2020-02-03 14:51:24"
e342fe,8278f2,2,1,2,"2020-02-03 14:51:46"
e342fe,8278f2,3,1,3,"2020-02-03 14:51:48"
e342fe,8278f2,3,2,4,"2020-02-03 14:52:34"
e342fe,8278f2,4,1,5,"2020-02-03 14:53:00"
e342fe,8278f2,4,2,6,"2020-02-03 14:53:55"
e342fe,8278f2,5,1,7,"2020-02-03 14:54:42"
e342fe,8278f2,5,2,8,"2020-02-03 14:54:55"
e342fe,8278f2,8,1,9,"2020-02-03 14:55:09"
e342fe,8278f2,8,2,10,"2020-02-03 14:56:00"
e342fe,8278f2,10,1,11,"2020-02-03 14:56:18"
e342fe,8278f2,10,2,12,"2020-02-03 14:56:38"
e342fe,8278f2,11,1,13,"2020-02-03 14:56:40"
e342fe,8278f2,11,2,14,"2020-02-03 14:57:04"
e342fe,8278f2,12,1,15,"2020-02-03 14:58:02"
5768c5,b0b666,1,1,1,"2020-03-01 16:13:38"
5768c5,b0b666,2,1,2,"2020-03-01 16:14:35"
5768c5,b0b666,3,1,3,"2020-03-01 16:15:16"
5768c5,b0b666,3,2,4,"2020-03-01 16:15:22"
5768c5,b0b666,4,1,5,"2020-03-01 16:16:08"
5768c5,b0b666,6,1,6,"2020-03-01 16:16:52"
5768c5,b0b666,6,2,7,"2020-03-01 16:16:57"
5768c5,b0b666,7,1,8,"2020-03-01 16:17:08"
5768c5,b0b666,8,1,9,"2020-03-01 16:17:54"
5768c5,b0b666,10,1,10,"2020-03-01 16:18:50"
5768c5,b0b666,10,2,11,"2020-03-01 16:19:20"
5768c5,b0b666,11,1,12,"2020-03-01 16:19:49"
5768c5,b0b666,11,2,13,"2020-03-01 16:20:36"
5768c5,b0b666,12,1,14,"2020-03-01 16:21:28"
a076bb,d3e3b3,1,1,1,"2020-02-04 13:51:19"
a076bb,d3e3b3,2,1,2,"2020-02-04 13:51:24"
a076bb,d3e3b3,4,1,3,"2020-02-04 13:52:16"
a076bb,d3e3b3,4,2,4,"2020-02-04 13:53:14"
a076bb,d3e3b3,5,1,5,"2020-02-04 13:54:01"
a076bb,d3e3b3,5,2,6,"2020-02-04 13:54:16"
a076bb,d3e3b3,7,1,7,"2020-02-04 13:55:10"
a076bb,d3e3b3,7,2,8,"2020-02-04 13:56:06"
a076bb,d3e3b3,8,1,9,"2020-02-04 13:57:01"
a076bb,d3e3b3,8,2,10,"2020-02-04 13:57:06"
a076bb,d3e3b3,9,1,11,"2020-02-04 13:57:29"
a076bb,d3e3b3,9,2,12,"2020-02-04 13:57:55"
a076bb,d3e3b3,10,1,13,"2020-02-04 13:57:56"
a076bb,d3e3b3,11,1,14,"2020-02-04 13:58:52"
a076bb,d3e3b3,12,1,15,"2020-02-04 13:59:36"
a076bb,d3e3b3,13,3,16,"2020-02-04 13:59:51"
ee42ec,3e410c,1,1,1,"2020-02-24 22:45:38"
ee42ec,3e410c,3,1,2,"2020-02-24 22:46:34"
ee42ec,3e410c,3,2,3,"2020-02-24 22:46:54"
ee42ec,3e410c,5,1,4,"2020-02-24 22:47:02"
ee42ec,3e410c,7,1,5,"2020-02-24 22:47:06"
ee42ec,3e410c,11,1,6,"2020-02-24 22:47:37"
ee42ec,3e410c,11,2,7,"2020-02-24 22:48:27"
ee42ec,3e410c,12,1,8,"2020-02-24 22:49:12"
ee42ec,3e410c,13,3,9,"2020-02-24 22:49:18"
7acec5,855694,1,1,1,"2020-02-07 22:42:34"
7acec5,855694,2,1,2,"2020-02-07 22:42:41"
7acec5,855694,6,1,3,"2020-02-07 22:42:46"
7acec5,855694,6,2,4,"2020-02-07 22:43:22"
7acec5,855694,7,1,5,"2020-02-07 22:43:32"
7acec5,855694,7,2,6,"2020-02-07 22:43:58"
7acec5,855694,8,1,7,"2020-02-07 22:44:18"
7acec5,855694,8,2,8,"2020-02-07 22:44:40"
7acec5,855694,9,1,9,"2020-02-07 22:45:39"
7acec5,855694,9,2,10,"2020-02-07 22:46:30"
7acec5,855694,10,1,11,"2020-02-07 22:46:41"
7acec5,855694,10,2,12,"2020-02-07 22:47:38"
7acec5,855694,11,1,13,"2020-02-07 22:48:06"
7acec5,855694,12,1,14,"2020-02-07 22:48:23"
7acec5,855694,13,3,15,"2020-02-07 22:48:48"
dbd30c,d45b22,1,1,1,"2020-03-03 16:15:55"
dbd30c,d45b22,2,1,2,"2020-03-03 16:16:42"
dbd30c,d45b22,6,1,3,"2020-03-03 16:17:28"
dbd30c,d45b22,7,1,4,"2020-03-03 16:18:26"
dbd30c,d45b22,7,2,5,"2020-03-03 16:19:25"
dbd30c,d45b22,12,1,6,"2020-03-03 16:19:53"
b23129,e63d48,1,1,1,"2020-02-17 11:48:07"
b23129,e63d48,2,1,2,"2020-02-17 11:48:33"
b23129,e63d48,4,1,3,"2020-02-17 11:49:06"
b23129,e63d48,4,2,4,"2020-02-17 11:49:28"
b23129,e63d48,5,1,5,"2020-02-17 11:50:10"
b23129,e63d48,5,2,6,"2020-02-17 11:50:13"
b23129,e63d48,6,1,7,"2020-02-17 11:50:40"
b23129,e63d48,9,1,8,"2020-02-17 11:50:53"
b23129,e63d48,10,1,9,"2020-02-17 11:51:14"
b23129,e63d48,10,2,10,"2020-02-17 11:51:42"
b23129,e63d48,12,1,11,"2020-02-17 11:52:37"
b23129,e63d48,13,3,12,"2020-02-17 11:53:11"
b75ba2,17429f,1,1,1,"2020-03-08 01:42:04"
b75ba2,17429f,2,1,2,"2020-03-08 01:42:28"
b75ba2,17429f,3,1,3,"2020-03-08 01:43:23"
b75ba2,17429f,3,2,4,"2020-03-08 01:43:34"
b75ba2,17429f,4,1,5,"2020-03-08 01:43:50"
b75ba2,17429f,4,2,6,"2020-03-08 01:44:28"
b75ba2,17429f,11,1,7,"2020-03-08 01:44:32"
b75ba2,17429f,11,2,8,"2020-03-08 01:45:04"
b75ba2,17429f,12,1,9,"2020-03-08 01:45:34"
b75ba2,17429f,13,3,10,"2020-03-08 01:45:53"
f9da79,e2f878,1,1,1,"2020-02-03 13:33:15"
f9da79,e2f878,2,1,2,"2020-02-03 13:34:11"
f9da79,e2f878,3,1,3,"2020-02-03 13:35:05"
f9da79,e2f878,3,2,4,"2020-02-03 13:35:14"
f9da79,e2f878,5,1,5,"2020-02-03 13:35:27"
f9da79,e2f878,5,2,6,"2020-02-03 13:35:32"
f9da79,e2f878,9,1,7,"2020-02-03 13:36:00"
f9da79,e2f878,10,1,8,"2020-02-03 13:36:01"
f9da79,e2f878,12,1,9,"2020-02-03 13:36:04"
f9da79,e2f878,13,3,10,"2020-02-03 13:36:14"
50d604,2f9efb,1,1,1,"2020-01-31 23:47:31"
50d604,2f9efb,2,1,2,"2020-01-31 23:47:32"
50d604,2f9efb,3,1,3,"2020-01-31 23:48:06"
50d604,2f9efb,4,1,4,"2020-01-31 23:48:39"
50d604,2f9efb,5,1,5,"2020-01-31 23:48:49"
50d604,2f9efb,5,2,6,"2020-01-31 23:48:51"
50d604,2f9efb,6,1,7,"2020-01-31 23:49:24"
50d604,2f9efb,6,2,8,"2020-01-31 23:49:26"
50d604,2f9efb,7,1,9,"2020-01-31 23:50:22"
50d604,2f9efb,7,2,10,"2020-01-31 23:50:25"
50d604,2f9efb,9,1,11,"2020-01-31 23:50:54"
50d604,2f9efb,9,2,12,"2020-01-31 23:51:21"
882c53,95425b,1,1,1,"2020-03-07 11:02:23"
882c53,95425b,5,1,2,"2020-03-07 11:02:27"
882c53,95425b,8,1,3,"2020-03-07 11:02:42"
882c53,95425b,10,1,4,"2020-03-07 11:03:08"
856430,0885ad,1,1,1,"2020-02-05 16:46:51"
856430,0885ad,3,1,2,"2020-02-05 16:47:20"
856430,0885ad,3,2,3,"2020-02-05 16:48:00"
856430,0885ad,4,1,4,"2020-02-05 16:48:46"
856430,0885ad,11,1,5,"2020-02-05 16:49:40"
856430,0885ad,11,2,6,"2020-02-05 16:49:59"
856430,0885ad,12,1,7,"2020-02-05 16:50:34"
8d8826,32851d,1,1,1,"2020-02-08 23:16:28"
8d8826,32851d,2,1,2,"2020-02-08 23:16:41"
8d8826,32851d,3,1,3,"2020-02-08 23:17:26"
8d8826,32851d,6,1,4,"2020-02-08 23:17:52"
8d8826,32851d,6,2,5,"2020-02-08 23:18:32"
8d8826,32851d,10,1,6,"2020-02-08 23:19:05"
8d8826,32851d,12,1,7,"2020-02-08 23:19:15"
d01eb9,9fdf0a,1,1,1,"2020-01-14 15:32:14"
d01eb9,9fdf0a,2,1,2,"2020-01-14 15:32:29"
d01eb9,9fdf0a,3,1,3,"2020-01-14 15:33:04"
d01eb9,9fdf0a,4,1,4,"2020-01-14 15:33:52"
d01eb9,9fdf0a,5,1,5,"2020-01-14 15:34:41"
d01eb9,9fdf0a,5,2,6,"2020-01-14 15:35:01"
d01eb9,9fdf0a,7,1,7,"2020-01-14 15:35:06"
d01eb9,9fdf0a,8,1,8,"2020-01-14 15:35:37"
025883,5900f6,1,1,1,"2020-01-30 16:18:17"
025883,5900f6,2,1,2,"2020-01-30 16:18:24"
025883,5900f6,3,1,3,"2020-01-30 16:18:34"
025883,5900f6,3,2,4,"2020-01-30 16:18:55"
025883,5900f6,8,1,5,"2020-01-30 16:19:15"
025883,5900f6,8,2,6,"2020-01-30 16:20:08"
025883,5900f6,10,1,7,"2020-01-30 16:20:52"
025883,5900f6,10,2,8,"2020-01-30 16:20:57"
025883,5900f6,11,1,9,"2020-01-30 16:21:34"
025883,5900f6,12,1,10,"2020-01-30 16:22:28"
025883,5900f6,13,3,11,"2020-01-30 16:23:06"
c0a9e2,f6e010,1,1,1,"2020-02-20 05:30:40"
c0a9e2,f6e010,2,1,2,"2020-02-20 05:30:44"
c0a9e2,f6e010,3,1,3,"2020-02-20 05:31:00"
c0a9e2,f6e010,5,1,4,"2020-02-20 05:31:29"
c0a9e2,f6e010,5,2,5,"2020-02-20 05:31:31"
c0a9e2,f6e010,6,1,6,"2020-02-20 05:31:53"
c0a9e2,f6e010,6,2,7,"2020-02-20 05:32:30"
c0a9e2,f6e010,7,1,8,"2020-02-20 05:33:17"
c0a9e2,f6e010,10,1,9,"2020-02-20 05:33:58"
c0a9e2,f6e010,11,1,10,"2020-02-20 05:34:03"
c0a9e2,f6e010,11,2,11,"2020-02-20 05:34:58"
8269eb,c2b807,1,1,1,"2020-02-23 09:48:52"
8269eb,c2b807,3,1,2,"2020-02-23 09:49:48"
8269eb,c2b807,6,1,3,"2020-02-23 09:50:37"
8269eb,c2b807,7,1,4,"2020-02-23 09:50:51"
8269eb,c2b807,8,1,5,"2020-02-23 09:51:22"
8269eb,c2b807,8,2,6,"2020-02-23 09:51:32"
8269eb,c2b807,9,1,7,"2020-02-23 09:52:19"
8269eb,c2b807,12,1,8,"2020-02-23 09:53:03"
8269eb,c2b807,13,3,9,"2020-02-23 09:53:56"
49671d,59c4b4,1,1,1,"2020-01-21 18:56:16"
49671d,59c4b4,2,1,2,"2020-01-21 18:56:37"
49671d,59c4b4,6,1,3,"2020-01-21 18:57:11"
49671d,59c4b4,6,2,4,"2020-01-21 18:57:14"
49671d,59c4b4,8,1,5,"2020-01-21 18:57:27"
49671d,59c4b4,8,2,6,"2020-01-21 18:58:11"
49671d,59c4b4,10,1,7,"2020-01-21 18:58:34"
49671d,59c4b4,12,1,8,"2020-01-21 18:59:26"
160452,0cb7dd,1,1,1,"2020-01-10 14:05:30"
160452,0cb7dd,2,1,2,"2020-01-10 14:06:04"
160452,0cb7dd,7,1,3,"2020-01-10 14:06:24"
160452,0cb7dd,7,2,4,"2020-01-10 14:07:15"
160452,0cb7dd,11,1,5,"2020-01-10 14:07:51"
160452,0cb7dd,12,1,6,"2020-01-10 14:08:46"
49d624,5cb3eb,1,1,1,"2020-01-21 18:07:58"
49d624,5cb3eb,3,1,2,"2020-01-21 18:08:16"
49d624,5cb3eb,6,1,3,"2020-01-21 18:08:44"
49d624,5cb3eb,6,2,4,"2020-01-21 18:09:11"
49d624,5cb3eb,8,1,5,"2020-01-21 18:09:41"
49d624,5cb3eb,8,2,6,"2020-01-21 18:09:53"
49d624,5cb3eb,11,1,7,"2020-01-21 18:10:37"
49d624,5cb3eb,12,1,8,"2020-01-21 18:11:01"
49d624,5cb3eb,13,3,9,"2020-01-21 18:11:06"
6f356c,e4f33c,1,1,1,"2020-03-19 05:02:05"
6f356c,e4f33c,2,1,2,"2020-03-19 05:02:33"
6f356c,e4f33c,3,1,3,"2020-03-19 05:02:46"
6f356c,e4f33c,5,1,4,"2020-03-19 05:03:20"
6f356c,e4f33c,7,1,5,"2020-03-19 05:03:51"
6f356c,e4f33c,8,1,6,"2020-03-19 05:04:50"
6f356c,e4f33c,8,2,7,"2020-03-19 05:05:25"
6f356c,e4f33c,10,1,8,"2020-03-19 05:06:23"
6f356c,e4f33c,12,1,9,"2020-03-19 05:06:37"
4d2d07,75260d,1,1,1,"2020-02-17 01:06:38"
4d2d07,75260d,2,1,2,"2020-02-17 01:07:32"
4d2d07,75260d,3,1,3,"2020-02-17 01:08:11"
4d2d07,75260d,4,1,4,"2020-02-17 01:08:49"
4d2d07,75260d,4,2,5,"2020-02-17 01:09:25"
4d2d07,75260d,6,1,6,"2020-02-17 01:09:41"
4d2d07,75260d,6,2,7,"2020-02-17 01:10:05"
4d2d07,75260d,8,1,8,"2020-02-17 01:10:18"
4d2d07,75260d,8,2,9,"2020-02-17 01:11:12"
4d2d07,75260d,9,1,10,"2020-02-17 01:11:49"
4d2d07,75260d,9,2,11,"2020-02-17 01:12:01"
4d2d07,75260d,10,1,12,"2020-02-17 01:12:58"
4d2d07,75260d,10,2,13,"2020-02-17 01:13:12"
4d2d07,75260d,12,1,14,"2020-02-17 01:13:13"
4d2d07,75260d,13,3,15,"2020-02-17 01:13:55"
90439d,36a153,1,1,1,"2020-03-14 13:40:56"
90439d,36a153,4,1,2,"2020-03-14 13:41:50"
90439d,36a153,4,2,3,"2020-03-14 13:42:26"
90439d,36a153,5,1,4,"2020-03-14 13:42:41"
90439d,36a153,12,1,5,"2020-03-14 13:43:39"
90439d,36a153,13,3,6,"2020-03-14 13:44:10"
6c89c9,5c29e3,1,1,1,"2020-02-19 12:52:08"
6c89c9,5c29e3,3,1,2,"2020-02-19 12:52:26"
6c89c9,5c29e3,3,2,3,"2020-02-19 12:53:21"
6c89c9,5c29e3,4,1,4,"2020-02-19 12:53:37"
6c89c9,5c29e3,5,1,5,"2020-02-19 12:54:03"
6c89c9,5c29e3,5,2,6,"2020-02-19 12:54:53"
6c89c9,5c29e3,7,1,7,"2020-02-19 12:55:05"
6c89c9,5c29e3,10,1,8,"2020-02-19 12:55:16"
6c89c9,5c29e3,11,1,9,"2020-02-19 12:55:22"
537cd8,a6d0e5,1,1,1,"2020-01-26 12:01:09"
537cd8,a6d0e5,2,1,2,"2020-01-26 12:01:46"
537cd8,a6d0e5,9,1,3,"2020-01-26 12:02:25"
537cd8,a6d0e5,10,1,4,"2020-01-26 12:03:20"
537cd8,a6d0e5,11,1,5,"2020-01-26 12:03:54"
7ae259,300c3b,1,1,1,"2020-02-25 15:03:10"
7ae259,300c3b,2,1,2,"2020-02-25 15:03:13"
7ae259,300c3b,4,1,3,"2020-02-25 15:03:49"
7ae259,300c3b,4,2,4,"2020-02-25 15:04:36"
7ae259,300c3b,5,1,5,"2020-02-25 15:05:14"
7ae259,300c3b,6,1,6,"2020-02-25 15:06:04"
7ae259,300c3b,8,1,7,"2020-02-25 15:06:21"
7ae259,300c3b,8,2,8,"2020-02-25 15:07:05"
7ae259,300c3b,9,1,9,"2020-02-25 15:08:03"
7ae259,300c3b,10,1,10,"2020-02-25 15:08:25"
7ae259,300c3b,10,2,11,"2020-02-25 15:08:32"
7ae259,300c3b,11,1,12,"2020-02-25 15:08:33"
7ae259,300c3b,12,1,13,"2020-02-25 15:09:09"
7ae259,300c3b,13,3,14,"2020-02-25 15:09:57"
22d173,2b322c,1,1,1,"2020-03-10 13:00:28"
22d173,2b322c,2,1,2,"2020-03-10 13:00:56"
22d173,2b322c,4,1,3,"2020-03-10 13:01:00"
22d173,2b322c,6,1,4,"2020-03-10 13:01:20"
22d173,2b322c,7,1,5,"2020-03-10 13:01:23"
22d173,2b322c,7,2,6,"2020-03-10 13:02:09"
22d173,2b322c,8,1,7,"2020-03-10 13:02:41"
22d173,2b322c,8,2,8,"2020-03-10 13:03:26"
22d173,2b322c,12,1,9,"2020-03-10 13:03:59"
22d173,2b322c,13,3,10,"2020-03-10 13:04:05"
220e1c,553f86,1,1,1,"2020-01-19 03:27:51"
220e1c,553f86,2,1,2,"2020-01-19 03:28:42"
220e1c,553f86,3,1,3,"2020-01-19 03:28:44"
